dialogue_id,length,has_negative,n_negative_utts,first_neg_utt,trigger_utt,trigger_reason,trigger_score,max_score,caught,false_handover,latency_utt
133,13,True,1,12,9,instant_strong_emotion,0.11025849268983315,0.29967254484731115,True,False,-3.0
134,3,True,1,2,2,instant_strong_emotion,0.5708393990993402,0.5708393990993402,True,False,0.0
135,5,False,0,-1,-1,ok,0.0,0.02445651862177281,False,False,
136,1,False,0,-1,-1,ok,0.0,0.0015454176760068643,False,False,
137,11,True,2,9,6,instant_strong_emotion,0.1999834562096582,0.5649778865114229,True,False,-3.0
138,2,True,1,1,1,instant_strong_emotion,0.5696260937532611,0.5696260937532611,True,False,0.0
139,9,False,0,-1,0,instant_strong_emotion,0.13675787086025631,0.3665593994546543,False,True,
13,7,True,3,4,2,instant_strong_emotion,0.11766448659134544,0.5883783460578734,True,False,-2.0
140,17,True,2,0,2,instant_strong_emotion,0.2974558514941629,0.5597681694967362,True,False,2.0
141,5,False,0,-1,-1,ok,0.0,0.0225131432193547,False,False,
142,2,False,0,-1,-1,ok,0.0,0.0368833008202491,False,False,
143,8,True,3,5,0,instant_strong_emotion,0.16391197213651,0.5511536275427098,True,False,-5.0
144,13,True,8,0,0,instant_strong_emotion,0.4265965844762987,0.5778175740158429,True,False,0.0
145,10,False,0,-1,2,instant_strong_emotion,0.45624701734581397,0.45624701734581397,False,True,
146,5,False,0,-1,0,instant_strong_emotion,0.520519671761929,0.520519671761929,False,True,
147,9,True,4,1,1,instant_strong_emotion,0.5529559811421731,0.5529559811421731,True,False,0.0
148,1,False,0,-1,-1,ok,0.0,0.006427515825829128,False,False,
149,3,False,0,-1,0,instant_strong_emotion,0.20662029296130513,0.4003426468902844,False,True,
14,10,False,0,-1,0,instant_strong_emotion,0.1300195955136303,0.24891714006279547,False,True,
150,6,True,1,1,1,instant_strong_emotion,0.5722921520623719,0.5722921520623719,True,False,0.0
151,4,True,1,0,0,instant_strong_emotion,0.5811415844046917,0.5811415844046917,True,False,0.0
152,4,False,0,-1,0,instant_strong_emotion,0.2698897780028787,0.4015578999555863,False,True,
153,12,True,2,4,4,instant_strong_emotion,0.5501165110976151,0.5501165110976151,True,False,0.0
154,19,True,1,7,5,instant_strong_emotion,0.26745562194361017,0.5718817671036006,True,False,-2.0
155,8,True,2,0,1,instant_strong_emotion,0.5805698919854521,0.5805698919854521,True,False,1.0
156,16,True,3,6,2,instant_strong_emotion,0.5708062897939234,0.5769981415638167,True,False,-4.0
157,8,True,1,2,2,instant_strong_emotion,0.5128933154019615,0.5128933154019615,True,False,0.0
158,6,True,1,4,2,instant_strong_emotion,0.5576844053675932,0.5754280414498183,True,False,-2.0
159,2,True,2,0,0,instant_strong_emotion,0.10832943394756163,0.10832943394756163,True,False,0.0
15,6,True,1,5,0,instant_strong_emotion,0.26892755452434197,0.5658195090156453,True,False,-5.0
160,14,True,8,1,0,instant_strong_emotion,0.5763637993640347,0.5866159501716444,True,False,-1.0
161,11,False,0,-1,0,instant_strong_emotion,0.11429995774785456,0.366944615349534,False,True,
162,6,True,1,5,0,instant_strong_emotion,0.4238591296189665,0.4238591296189665,True,False,-5.0
163,9,True,1,1,6,instant_strong_emotion,0.16901226988207244,0.16901226988207244,True,False,5.0
164,9,True,1,7,3,instant_strong_emotion,0.3736539127363022,0.5804201534763664,True,False,-4.0
165,4,True,2,0,0,instant_strong_emotion,0.3604873459981628,0.41662771357350603,True,False,0.0
166,12,True,2,0,0,instant_strong_emotion,0.4668985080247056,0.5297580686128139,True,False,0.0
167,17,True,3,7,7,instant_strong_emotion,0.2521005535251137,0.5839188737636483,True,False,0.0
168,17,True,6,8,1,instant_strong_emotion,0.4287664459933511,0.5819210061799572,True,False,-7.0
169,14,True,7,1,2,instant_strong_emotion,0.5723168418183583,0.5723168418183583,True,False,1.0
16,9,True,1,8,1,instant_strong_emotion,0.5650800964954841,0.5650800964954841,True,False,-7.0
170,3,True,2,1,1,instant_strong_emotion,0.5510499267073948,0.5772341936999945,True,False,0.0
171,9,True,1,0,0,instant_strong_emotion,0.32851085977617944,0.45680994091466093,True,False,0.0
172,3,False,0,-1,1,instant_strong_emotion,0.49032021521480884,0.49032021521480884,False,True,
173,16,True,1,3,3,instant_strong_emotion,0.4767195374588102,0.4767195374588102,True,False,0.0
174,18,True,1,12,1,instant_strong_emotion,0.12599847988659996,0.5571583372855463,True,False,-11.0
175,20,True,11,2,4,instant_strong_emotion,0.48963544427360883,0.5845920964332488,True,False,2.0
176,2,False,0,-1,-1,ok,0.0,0.008524323473257472,False,False,
177,3,False,0,-1,-1,ok,0.0,0.05331725847958804,False,False,
178,9,True,1,6,1,instant_strong_emotion,0.3319568345227072,0.49793241685889084,True,False,-5.0
179,3,True,2,0,0,instant_strong_emotion,0.5719872786457245,0.5719872786457245,True,False,0.0
17,33,True,18,3,2,instant_strong_emotion,0.4072253797026446,0.5812666257028073,True,False,-1.0
180,10,True,2,8,0,instant_strong_emotion,0.30645776294943045,0.3996610427920476,True,False,-8.0
181,5,False,0,-1,-1,ok,0.0,0.029058383606010645,False,False,
182,7,True,4,1,1,instant_strong_emotion,0.5768046695632769,0.5768046695632769,True,False,0.0
183,9,True,1,3,3,instant_strong_emotion,0.16564079810759483,0.16716243574508421,True,False,0.0
184,12,True,3,1,0,instant_strong_emotion,0.5506745264346959,0.576518921455093,True,False,-1.0
185,6,False,0,-1,4,instant_strong_emotion,0.17182633722573568,0.17182633722573568,False,True,
186,4,True,1,0,0,instant_strong_emotion,0.5443548685122797,0.5443548685122797,True,False,0.0
187,9,False,0,-1,2,instant_strong_emotion,0.5451921953332142,0.5516815956566955,False,True,
188,9,False,0,-1,0,instant_strong_emotion,0.10695650428179831,0.18796607948681793,False,True,
189,9,True,1,7,7,instant_strong_emotion,0.5721461373526416,0.5721461373526416,True,False,0.0
18,3,False,0,-1,-1,ok,0.0,0.08429795352301742,False,False,
190,3,False,0,-1,1,instant_strong_emotion,0.3023337644492857,0.3023337644492857,False,True,
191,9,False,0,-1,2,instant_strong_emotion,0.37385537666389346,0.5398248367838064,False,True,
192,10,True,4,0,1,instant_strong_emotion,0.5564412753553806,0.5845553310437092,True,False,1.0
193,5,False,0,-1,-1,ok,0.0,0.06667228436607812,False,False,
194,4,True,1,0,0,instant_strong_emotion,0.41090556067131895,0.5422325743256589,True,False,0.0
195,11,True,1,0,0,instant_strong_emotion,0.4004263134341389,0.5828629587597647,True,False,0.0
196,18,True,11,0,0,instant_strong_emotion,0.580973842314661,0.580973842314661,True,False,0.0
197,5,False,0,-1,-1,ok,0.0,0.0527214816351413,False,False,
198,11,True,2,2,1,instant_strong_emotion,0.34576344282214155,0.49873017186459023,True,False,-1.0
199,16,False,0,-1,2,instant_strong_emotion,0.22654196634185828,0.2686011490363891,False,True,
1,8,False,0,-1,0,instant_strong_emotion,0.12137558273840676,0.4588234128380546,False,True,
200,4,True,4,0,0,instant_strong_emotion,0.5821401942884555,0.5821401942884555,True,False,0.0
201,10,True,2,7,2,instant_strong_emotion,0.5659331549551895,0.5755312981981023,True,False,-5.0
202,8,False,0,-1,4,instant_strong_emotion,0.22439885175354518,0.22439885175354518,False,True,
203,10,True,1,0,0,instant_strong_emotion,0.13221662748509586,0.3326195983980212,True,False,0.0
204,9,True,7,1,0,instant_strong_emotion,0.48872518829844536,0.5812073199947378,True,False,-1.0
205,5,True,4,0,0,instant_strong_emotion,0.16195760963274602,0.582330043729599,True,False,0.0
206,5,True,1,4,3,instant_strong_emotion,0.11929314507039838,0.5543060720335944,True,False,-1.0
207,2,False,0,-1,0,instant_strong_emotion,0.15536674154090277,0.4240745924655263,False,True,
208,13,False,0,-1,1,instant_strong_emotion,0.2921058487504262,0.2921058487504262,False,True,
209,1,False,0,-1,0,instant_strong_emotion,0.3393897833954576,0.3393897833954576,False,True,
20,8,True,1,0,0,instant_strong_emotion,0.5077196540422628,0.5245641966036593,True,False,0.0
210,9,True,5,0,1,instant_strong_emotion,0.20447849380607167,0.5248455543558043,True,False,1.0
211,6,True,4,0,0,instant_strong_emotion,0.5781513746929061,0.5845074370855211,True,False,0.0
212,7,False,0,-1,1,instant_strong_emotion,0.15602912881150494,0.1842324287759855,False,True,
213,11,True,1,0,0,instant_strong_emotion,0.13848850702805396,0.3684863124274564,True,False,0.0
214,8,False,0,-1,1,instant_strong_emotion,0.2942562975972358,0.2942562975972358,False,True,
215,11,False,0,-1,3,instant_strong_emotion,0.4806347725001595,0.4806347725001595,False,True,
216,4,False,0,-1,1,instant_strong_emotion,0.14610634004760456,0.14610634004760456,False,True,
217,9,True,1,3,2,instant_strong_emotion,0.2667336982076961,0.2667336982076961,True,False,-1.0
218,3,False,0,-1,0,instant_strong_emotion,0.3999862382401465,0.3999862382401465,False,True,
219,2,False,0,-1,0,instant_strong_emotion,0.2050123909472293,0.2050123909472293,False,True,
21,6,False,0,-1,-1,ok,0.0,0.01707527370119828,False,False,
220,2,True,2,0,0,instant_strong_emotion,0.13087461008137818,0.13087461008137818,True,False,0.0
221,5,False,0,-1,-1,ok,0.0,0.03619443854278347,False,False,
222,12,True,1,11,4,instant_strong_emotion,0.48178541753140763,0.48178541753140763,True,False,-7.0
223,7,True,2,1,0,instant_strong_emotion,0.4667301753850096,0.4667301753850096,True,False,-1.0
224,9,False,0,-1,6,instant_strong_emotion,0.20046689531451464,0.20046689531451464,False,True,
225,6,False,0,-1,-1,ok,0.0,0.04798518401612636,False,False,
226,8,False,0,-1,-1,ok,0.0,0.06846421899770959,False,False,
227,3,True,1,0,0,instant_strong_emotion,0.3999206563900628,0.3999206563900628,True,False,0.0
228,11,True,2,4,3,instant_strong_emotion,0.11761994214605435,0.5620473794568912,True,False,-1.0
229,10,False,0,-1,2,instant_strong_emotion,0.5130940915989411,0.5130940915989411,False,True,
22,19,True,1,8,2,instant_strong_emotion,0.15955627678880666,0.5662897871677811,True,False,-6.0
230,9,True,2,4,1,instant_strong_emotion,0.3090176540878563,0.5661829078693424,True,False,-3.0
231,12,True,5,5,2,instant_strong_emotion,0.10579673402468202,0.5783912934135622,True,False,-3.0
232,9,False,0,-1,5,instant_strong_emotion,0.5855170700198805,0.5855170700198805,False,True,
233,13,True,2,0,0,instant_strong_emotion,0.5668228939985785,0.5668228939985785,True,False,0.0
234,12,True,4,2,3,instant_strong_emotion,0.5846191426819463,0.5846191426819463,True,False,1.0
235,1,False,0,-1,-1,ok,0.0,0.013430590003504633,False,False,
236,1,False,0,-1,-1,ok,0.0,0.02343197345383781,False,False,
237,11,True,4,3,7,instant_strong_emotion,0.49512024869344573,0.49512024869344573,True,False,4.0
238,5,False,0,-1,1,instant_strong_emotion,0.5641104053020635,0.5744125115870111,False,True,
239,11,True,1,1,0,instant_strong_emotion,0.21864686822864682,0.5138217615816155,True,False,-1.0
23,3,False,0,-1,-1,ok,0.0,0.03463377595048818,False,False,
240,12,True,3,0,0,instant_strong_emotion,0.5737409817103396,0.5836644120847133,True,False,0.0
241,12,False,0,-1,-1,ok,0.0,0.09928843315648377,False,False,
242,8,True,3,1,1,instant_strong_emotion,0.5264976862170562,0.5264976862170562,True,False,0.0
243,6,True,2,0,1,instant_strong_emotion,0.1772507543144011,0.1772507543144011,True,False,1.0
244,21,True,4,6,8,instant_strong_emotion,0.5691889138648888,0.5691889138648888,True,False,2.0
245,4,True,1,3,3,instant_strong_emotion,0.40044186236767026,0.40044186236767026,True,False,0.0
246,13,True,1,7,0,instant_strong_emotion,0.23287502622654216,0.5642599261220662,True,False,-7.0
247,4,False,0,-1,2,instant_strong_emotion,0.5698719119299587,0.5698719119299587,False,True,
248,1,False,0,-1,-1,ok,0.0,0.013807572458850064,False,False,
249,8,False,0,-1,2,instant_strong_emotion,0.37630049003263843,0.37630049003263843,False,True,
24,4,False,0,-1,-1,ok,0.0,0.09716581107418033,False,False,
250,8,True,1,0,6,instant_strong_emotion,0.3450409730287716,0.3450409730287716,True,False,6.0
251,3,False,0,-1,2,instant_strong_emotion,0.46669588908459825,0.46669588908459825,False,True,
252,17,True,7,0,0,instant_strong_emotion,0.5674522471422389,0.5822421026754008,True,False,0.0
253,11,False,0,-1,1,instant_strong_emotion,0.21245071204605614,0.5676796100747039,False,True,
254,16,True,6,2,1,instant_strong_emotion,0.39989477735745776,0.5773942855566088,True,False,-1.0
255,8,True,1,0,0,instant_strong_emotion,0.25837525901129355,0.34427553368660435,True,False,0.0
256,2,False,0,-1,-1,ok,0.0,0.017670673851476054,False,False,
257,4,False,0,-1,-1,ok,0.0,0.036457092590744186,False,False,
258,13,False,0,-1,6,instant_strong_emotion,0.20857968971748603,0.4280422429257857,False,True,
259,15,True,8,3,6,instant_strong_emotion,0.32492244607468,0.5857755323449685,True,False,3.0
25,16,True,4,4,0,instant_strong_emotion,0.10619083665961716,0.5827041348429793,True,False,-4.0
260,10,True,3,5,1,instant_strong_emotion,0.5003322096742951,0.5831102550342023,True,False,-4.0
261,8,False,0,-1,-1,ok,0.0,0.08143304418012123,False,False,
262,15,False,0,-1,5,instant_strong_emotion,0.13493402003581345,0.13493402003581345,False,True,
263,10,True,1,4,4,instant_strong_emotion,0.5749663383855022,0.5749663383855022,True,False,0.0
264,3,True,2,0,0,instant_strong_emotion,0.5755547545355878,0.5755547545355878,True,False,0.0
265,1,False,0,-1,-1,ok,0.0,0.008028011205930347,False,False,
266,14,True,1,12,7,instant_strong_emotion,0.41410294286853716,0.5787259319966573,True,False,-5.0
267,10,False,0,-1,3,instant_strong_emotion,0.1743400955953019,0.1743400955953019,False,True,
268,11,True,1,7,7,instant_strong_emotion,0.5024052152560688,0.5024052152560688,True,False,0.0
269,5,True,1,1,1,instant_strong_emotion,0.40719555653350437,0.41175446240534097,True,False,0.0
26,1,False,0,-1,-1,ok,0.0,0.0023973211852161397,False,False,
270,12,False,0,-1,6,instant_strong_emotion,0.2101229794238379,0.2101229794238379,False,True,
271,5,True,1,3,4,instant_strong_emotion,0.1111604090906215,0.1111604090906215,True,False,1.0
272,5,True,1,4,0,instant_strong_emotion,0.20158336044788316,0.29046231952090956,True,False,-4.0
273,3,False,0,-1,-1,ok,0.0,0.0373208631714981,False,False,
274,5,True,1,2,1,instant_strong_emotion,0.26551721359948344,0.5487222154470235,True,False,-1.0
275,4,False,0,-1,0,instant_strong_emotion,0.3508131767479846,0.3508131767479846,False,True,
276,1,False,0,-1,-1,ok,0.0,0.011802205812579191,False,False,
277,1,False,0,-1,-1,ok,0.0,0.06910610707688358,False,False,
278,14,True,1,0,0,instant_strong_emotion,0.583409118757158,0.583409118757158,True,False,0.0
279,15,True,7,0,0,instant_strong_emotion,0.5551047739724368,0.5856050836993317,True,False,0.0
27,2,False,0,-1,-1,ok,0.0,0.01631388597016223,False,False,
28,17,True,1,15,1,instant_strong_emotion,0.39555193548126455,0.5632503363921769,True,False,-14.0
29,9,True,2,2,0,instant_strong_emotion,0.1087639112493266,0.5074608347548091,True,False,-2.0
2,10,True,3,3,3,instant_strong_emotion,0.2800260199062477,0.4922701516976816,True,False,0.0
30,4,True,1,3,0,instant_strong_emotion,0.5729255662016338,0.5729255662016338,True,False,-3.0
31,1,False,0,-1,-1,ok,0.0,0.054365377835291884,False,False,
32,11,False,0,-1,0,instant_strong_emotion,0.41426401860125917,0.41426401860125917,False,True,
33,10,True,3,1,0,instant_strong_emotion,0.49067241942238105,0.5542215851718291,True,False,-1.0
34,15,True,8,1,0,instant_strong_emotion,0.17202134300774197,0.5811328889451142,True,False,-1.0
35,5,False,0,-1,4,instant_strong_emotion,0.1950178370332489,0.1950178370332489,False,True,
36,2,True,1,1,0,instant_strong_emotion,0.10028364941878588,0.5737037358747208,True,False,-1.0
37,8,True,6,0,0,instant_strong_emotion,0.5796384320983908,0.5796384320983908,True,False,0.0
38,5,False,0,-1,3,instant_strong_emotion,0.11014630204061293,0.11014630204061293,False,True,
39,11,False,0,-1,5,instant_strong_emotion,0.525818922759528,0.525818922759528,False,True,
3,7,True,3,1,3,instant_strong_emotion,0.1257523501968705,0.3249802842833245,True,False,2.0
40,2,False,0,-1,-1,ok,0.0,0.028100646935357118,False,False,
41,9,True,4,1,2,instant_strong_emotion,0.10557873122379281,0.15611006505147523,True,False,1.0
42,6,False,0,-1,4,instant_strong_emotion,0.2200329554212085,0.2200329554212085,False,True,
43,7,False,0,-1,5,instant_strong_emotion,0.23161325182489545,0.23161325182489545,False,True,
44,4,False,0,-1,2,instant_strong_emotion,0.5301450820724402,0.5301450820724402,False,True,
45,8,True,2,0,0,instant_strong_emotion,0.3000562241641599,0.355271104903508,True,False,0.0
46,9,False,0,-1,0,instant_strong_emotion,0.1662091743774682,0.25992700274201347,False,True,
47,14,False,0,-1,4,instant_strong_emotion,0.3909047704839589,0.3909047704839589,False,True,
48,7,False,0,-1,2,instant_strong_emotion,0.23471024765478637,0.23471024765478637,False,True,
49,16,False,0,-1,-1,ok,0.0,0.08258383343578055,False,False,
4,6,True,3,2,1,instant_strong_emotion,0.21142002671921462,0.5012084934977679,True,False,-1.0
50,4,True,1,2,-1,ok,0.0,0.034509852727240324,False,False,
51,3,False,0,-1,-1,ok,0.0,0.020693019144209183,False,False,
52,9,True,3,1,2,instant_strong_emotion,0.30021798712579806,0.5660004821104309,True,False,1.0
53,11,False,0,-1,6,instant_strong_emotion,0.16234526493425966,0.3327765199970011,False,True,
54,11,True,2,3,6,instant_strong_emotion,0.5861636140434132,0.5861636140434132,True,False,3.0
55,3,False,0,-1,2,instant_strong_emotion,0.5753306708168989,0.5753306708168989,False,True,
56,11,True,1,4,0,instant_strong_emotion,0.3086868696361347,0.5061453533354233,True,False,-4.0
57,6,True,1,5,2,instant_strong_emotion,0.562723552053778,0.562723552053778,True,False,-3.0
58,15,False,0,-1,2,instant_strong_emotion,0.1265863073088338,0.23091617564218642,False,True,
59,3,True,1,2,-1,ok,0.0,0.04124383982493537,False,False,
5,9,True,1,0,0,instant_strong_emotion,0.5328904761509128,0.5328904761509128,True,False,0.0
60,6,True,3,0,4,instant_strong_emotion,0.4354903023936719,0.46966170488651493,True,False,4.0
61,1,True,1,0,-1,ok,0.0,0.02894170000819929,False,False,
62,2,True,1,1,-1,ok,0.0,0.028277479664122356,False,False,
63,2,False,0,-1,-1,ok,0.0,0.03186335813004011,False,False,
64,16,True,4,0,0,instant_strong_emotion,0.554561611531483,0.554561611531483,True,False,0.0
65,9,True,3,3,-1,ok,0.0,0.09040045090039084,False,False,
66,5,False,0,-1,-1,ok,0.0,0.013122907161690366,False,False,
67,4,False,0,-1,-1,ok,0.0,0.05855167692823349,False,False,
68,15,True,4,0,0,instant_strong_emotion,0.441633848736046,0.5382930601749008,True,False,0.0
69,6,True,2,0,0,instant_strong_emotion,0.5379785231236018,0.5380147784819435,True,False,0.0
6,2,False,0,-1,-1,ok,0.0,0.023392174506347542,False,False,
70,23,True,6,9,9,instant_strong_emotion,0.4281665878627449,0.5762005669955351,True,False,0.0
71,11,True,1,10,2,instant_strong_emotion,0.141911658699368,0.3552496862663661,True,False,-8.0
72,16,True,11,2,3,instant_strong_emotion,0.576060129394555,0.5863408116810798,True,False,1.0
73,11,True,4,0,0,instant_strong_emotion,0.43468145224246,0.5659979722167486,True,False,0.0
74,5,False,0,-1,-1,ok,0.0,0.07048114352219606,False,False,
75,6,True,1,4,4,instant_strong_emotion,0.355144880172423,0.355144880172423,True,False,0.0
76,18,False,0,-1,11,instant_strong_emotion,0.2989377693618163,0.2989377693618163,False,True,
77,4,True,2,1,0,instant_strong_emotion,0.4372367452250657,0.5802323835888152,True,False,-1.0
78,10,False,0,-1,6,instant_strong_emotion,0.2924790918360395,0.4024305122792399,False,True,
79,2,False,0,-1,-1,ok,0.0,0.06192956947555985,False,False,
7,7,False,0,-1,2,instant_strong_emotion,0.2836577407037058,0.2836577407037058,False,True,
80,10,True,6,0,0,instant_strong_emotion,0.5766434477784537,0.5788663027599619,True,False,0.0
81,2,False,0,-1,0,instant_strong_emotion,0.5722391804274706,0.5722391804274706,False,True,
82,1,False,0,-1,-1,ok,0.0,0.014374483738376923,False,False,
83,10,True,2,5,0,instant_strong_emotion,0.19896049556258366,0.5794650506956165,True,False,-5.0
84,3,True,2,0,0,instant_strong_emotion,0.2122590319296342,0.3999729081169673,True,False,0.0
85,5,True,4,1,1,instant_strong_emotion,0.44662605111711184,0.5737900970970428,True,False,0.0
86,7,True,1,5,3,instant_strong_emotion,0.32097404404052554,0.5794795186432767,True,False,-2.0
87,2,False,0,-1,1,instant_strong_emotion,0.11676424110720418,0.11676424110720418,False,True,
88,13,True,3,2,3,instant_strong_emotion,0.17257602679877124,0.5295213207051704,True,False,1.0
89,2,False,0,-1,-1,ok,0.0,0.01725988151628868,False,False,
8,6,False,0,-1,0,instant_strong_emotion,0.26273378597136215,0.26273378597136215,False,True,
90,5,True,1,1,1,instant_strong_emotion,0.24624499905324776,0.5371523724279301,True,False,0.0
91,1,False,0,-1,-1,ok,0.0,0.015669243116406953,False,False,
92,6,True,1,5,5,instant_strong_emotion,0.5510377088906154,0.5510377088906154,True,False,0.0
93,13,True,1,9,2,instant_strong_emotion,0.5562287055967446,0.5817935194528268,True,False,-7.0
94,2,False,0,-1,-1,ok,0.0,0.018372072366274066,False,False,
95,16,True,3,2,2,instant_strong_emotion,0.42553074466738167,0.5554375605881362,True,False,0.0
96,19,True,4,3,3,instant_strong_emotion,0.5593562045139586,0.58230767250565,True,False,0.0
97,12,True,1,8,2,instant_strong_emotion,0.2278337103889877,0.4404400899442132,True,False,-6.0
98,10,True,7,0,-1,ok,0.0,0.06768976357458957,False,False,
99,10,True,1,9,3,instant_strong_emotion,0.2259762326693613,0.28058759083333523,True,False,-6.0
9,15,True,3,0,4,instant_strong_emotion,0.21030119141294562,0.5360333836516814,True,False,4.0
